"id","title","description","price","imag","link"
169,"Книга Любовь короля. Том 1","Книга Любовь короля. Том 1Красивая и трогательная корейская историческая драма о любви! Милая, нежная, местами комичная и невероятно захватывающая. Необычный сеттинг! Действие книги происходит в период Корё, существовавший до воцарения династии Чосон. Экранизация! Одноименная дорама вышла в 2017 году, ее можно посмотреть в самых популярных онлайн-кинотеатрах страны. Иллюстрацию на обложку книги подготовила талантливая и популярная художница Naoki dead. Отлично подойдет всем поклонникам новелл «Сон в тысячу лет», «Ветер и Луна не подходят друг другу», «Баллада о нефритовой кости», а также сериалов «Легенда о Чжаояо», «Наша цветущая молодость», «Запрет на браки в Чосоне», «Императрица Ки» и «Солнце в объятьях луны». Корея, эпоха Корё. Прошло больше десяти лет с тех пор, как страна покорилась монгольским завоевателям. Люди вынуждены платить дань и принудительно отправлять девушек в жены к монголам. Юная Ван Сан — единственная дочь Ёнъин-бэка из королевского рода. Вот уже много лет она должна скрывать свою личность, чтобы ее не отдали в жены. Но своенравная Сан привыкла к свободе и, переодетая в мужскую одежду, часто сбегает из дома. Однажды она встречает наследного принца Вона и его лучшего друга Лина, которые спасли ее от бандитов. Принц, плененный ее красотой, предлагает девушке стать друзьями. С этого момента жизнь всех троих изменится навсегда. «Что есть любовь, а что — дружба? Юным героям романа предстоит разобраться в этих непростых вопросах и понять, готовы ли они потерять друг друга, если выбор невозможен». — Анна, the_adventures_of_AnnaБыстрая доставка""Книга Любовь короля. Том 1"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",34,"https://comix.by/product/kniga-lyubov-korolya-tom-1/","https:/wa-data/public/shop/products/21/27/302721/images/276181/452859957_kniga-lyubov-korolya.jpg.200.jpg"
170,"Книга World of Warcraft. Рассвет Аспектов","Книга World of Warcraft. Рассвет АспектовЭра драконов завершилась. Древних стражей Азерота, пытающихся найти свое новое предназначение, терзают сомнения. Но труднее всех приходится Калесгосу — младшему из бывших Аспектов драконов. Разве могут он и ему подобные, потеряв свое могущество, еще хоть чем-то помочь этому миру? Ответ таится в далеком прошлом, во времени, когда небесами правили свирепые создания, называвшиеся протодраконами. Обнаружив в сердце Нордскола таинственный артефакт, Калесгос увидит происходившие в ту жестокую эпоху удивительные события из жизни первых Аспектов: Алекстразы, Изеры, Малигоса, Нелтариона и Ноздорму. Еще будучи примитивными созданиями, будущим защитникам Азерота пришлось объединиться против Галакронда — кровожадного существа, которое поставило под угрозу само существование их расы. Но неужели протодраконы боролись с этим ужасным врагом в одиночку? Или им помогла некая сторонняя сила? Достались ли им их легендарные способности просто так… или они заслужили их, проливая собственную кровь? То, что узнает Калесгос, навсегда изменит все, что он знал о событиях, с которых начался… РАССВЕТ АСПЕКТОВ.Быстрая доставка""Книга World of Warcraft. Рассвет Аспектов"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",22,"https://comix.by/product/kniga-world-of-warcraft-rassvet-aspektov/","https:/wa-data/public/shop/products/20/27/302720/images/276180/452859956_kniga-world-of.jpg.200.jpg"
171,"Книга Благие знамения. Коллекционное издание. Оформление Азирафаэля","Книга Благие знамения. Коллекционное издание. Оформление АзирафаэляМир закончится в субботу. В следующую субботу на самом деле. Где-то перед ужином. Армии Добра и Зла приведены в готовность к Армагеддону. Атлантида поднялась со дна морского. Жабы падают с небес. Четыре Всадника Апокалипсиса уже оседлали свои «Харлеи». Всё идёт по Божественному Плану... за исключением того, что младенца Антихриста подменили и потеряли сразу после рождения. А один ангел и один демон за 6000 лет полюбили жизнь среди людей — и теперь саботируют наступление Конца Света...Быстрая доставка""Книга Благие знамения. Коллекционное издание. Оформление Азирафаэля"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",30,"https://comix.by/product/kniga-blagie-znameniya-kollektsionnoe-izdanie-oformlenie-azirafaelya/","https:/wa-data/public/shop/products/16/27/302716/images/276176/452859952_kniga-blagie-znameniya.jpg.200.jpg"
172,"Книга Dungeons & Dragons: Тактика боя для Мастеров подземелий (Монстры)","Книга Dungeons & Dragons: Тактика боя для Мастеров подземелий (Монстры)«Dungeons & Dragons: Тактика боя для Мастеров подземелий (Монстры)» — книга, обязательная к прочтению для каждого Мастера начинающего, среднего и продвинутого уровня, который хочет сделать игру ярче и сложнее для игроков. Руководство Кита Амманна — Мастера с тридцатилетним опытом ведения игры и создателя популярного блога The Monsters Know What They're Doing — поможет оценить способности монстров и разработать грандиозные планы сражения. Вы научитесь принимать как можно больше тактических решений до начала сессии, выстраивать плавный и логичный ход битв, эффективно использовать умения монстров, чтобы не только генерировать острый сюжет, но и многопланово обогащать игру кровопролитными поединками. Внутри книги: - Анализ 14 типов монстров пятой редакции D&D. - Очки характеристик, боевые ходы, бонусные действия, навыки и умения каждого монстра. - Боевая эвристика. - Тактические советы от ветерана D&D. Открывайте руководство, кидайте дайсы и становитесь легендарными повелителями монстров!Быстрая доставка""Книга Dungeons & Dragons: Тактика боя для Мастеров подземелий (Монстры)"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",72,"https://comix.by/product/kniga-dungeons--dragons-taktika-boya-dlya-masterov-podzemeliy-monstry/","https:/wa-data/public/shop/products/14/27/302714/images/276174/452859950_kniga-dungeons-and-.jpg.200.jpg"
173,"Книга Любовь короля. Том","Книга Любовь короля. Том Красивая и трогательная корейская историческая драма о любви! Милая, нежная, местами комичная и невероятно захватывающая. Необычный сеттинг! Действие книги происходит в период Корё, существовавший до воцарения династии Чосон. Экранизация! Одноименная дорама вышла в 2017 году, ее можно посмотреть в самых популярных онлайн-кинотеатрах страны. Иллюстрацию на обложку книги подготовила талантливая и популярная художница Naoki dead. Отлично подойдет всем поклонникам новелл «Сон в тысячу лет», «Ветер и Луна не подходят друг другу», «Баллада о нефритовой кости», а также сериалов «Легенда о Чжаояо», «Наша цветущая молодость», «Запрет на браки в Чосоне», «Императрица Ки» и «Солнце в объятьях луны». Корея, эпоха Корё. Прошло больше десяти лет с тех пор, как страна покорилась монгольским завоевателям. Люди вынуждены платить дань и принудительно отправлять девушек в жены к монголам. Юная Ван Сан — единственная дочь Ёнъин-бэка из королевского рода. Вот уже много лет она должна скрывать свою личность, чтобы ее не отдали в жены. Но своенравная Сан привыкла к свободе и, переодетая в мужскую одежду, часто сбегает из дома. Однажды она встречает наследного принца Вона и его лучшего друга Лина, которые спасли ее от бандитов. Принц, плененный ее красотой, предлагает девушке стать друзьями. С этого момента жизнь всех троих изменится навсегда. «Что есть любовь, а что — дружба? Юным героям романа предстоит разобраться в этих непростых вопросах и понять, готовы ли они потерять друг друга, если выбор невозможен». — Анна, the_adventures_of_AnnaБыстрая доставка""Книга Любовь короля. Том"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",34,"https://comix.by/product/kniga-lyubov-korolya-tom/","https:/wa-data/public/shop/products/93/26/302693/images/276152/452489470_kniga-lyubov-korolya.jpg.200.jpg"
174,"Книга Сущность","Книга СущностьКарлотта Моран, разведенная мать с тремя детьми, неожиданно оказывается в настоящем кошмаре, когда ночью на нее нападает некая невидимая сущность. Лишенное тела, это создание угрожает жизни женщины, терроризирует ее детей, но самое худшее заключается в том, что ей никто не верит. В том числе психиатр Гэри Шнайдерман, который считает ее психопаткой и угрозой для семьи. Тем временем Карлотту начинают преследовать и на улице, вещи вокруг нее живут собственной жизнью, а сущностей становится больше. Тогда она обращается к коллегам Шнайдермана, увлекающимся парапсихологией, которые считают, что несчастную мучает могущественная сила, обитающая за гранью нашей реальности. Но истина может оказаться куда страшнее, чем предположения всех участников этой истории.Быстрая доставка""Книга Сущность"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",40,"https://comix.by/product/kniga-sushchnost/","https:/wa-data/public/shop/products/90/26/302690/images/276149/452489460_kniga-suschnost.jpg.200.jpg"
175,"Книга World of Warcraft. Рассвет Аспектов","Книга World of Warcraft. Рассвет АспектовЭра драконов завершилась. Древних стражей Азерота, пытающихся найти свое новое предназначение, терзают сомнения. Но труднее всех приходится Калесгосу — младшему из бывших Аспектов драконов. Разве могут он и ему подобные, потеряв свое могущество, еще хоть чем-то помочь этому миру? Ответ таится в далеком прошлом, во времени, когда небесами правили свирепые создания, называвшиеся протодраконами. Обнаружив в сердце Нордскола таинственный артефакт, Калесгос увидит происходившие в ту жестокую эпоху удивительные события из жизни первых Аспектов: Алекстразы, Изеры, Малигоса, Нелтариона и Ноздорму. Еще будучи примитивными созданиями, будущим защитникам Азерота пришлось объединиться против Галакронда — кровожадного существа, которое поставило под угрозу само существование их расы. Но неужели протодраконы боролись с этим ужасным врагом в одиночку? Или им помогла некая сторонняя сила? Достались ли им их легендарные способности просто так… или они заслужили их, проливая собственную кровь? То, что узнает Калесгос, навсегда изменит все, что он знал о событиях, с которых начался… РАССВЕТ АСПЕКТОВ.Быстрая доставка""Книга World of Warcraft. Рассвет Аспектов"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",22,"https://comix.by/product/kniga-world-of-warcraft-rassvet-aspektov/","https:/wa-data/public/shop/products/88/26/302688/images/276147/452489458_kniga-world-of.jpg.200.jpg"
176,"Книга Благие знамения. Коллекционное издание. Оформление Азирафаэля","Книга Благие знамения. Коллекционное издание. Оформление АзирафаэляМир закончится в субботу. В следующую субботу на самом деле. Где-то перед ужином. Армии Добра и Зла приведены в готовность к Армагеддону. Атлантида поднялась со дна морского. Жабы падают с небес. Четыре Всадника Апокалипсиса уже оседлали свои «Харлеи». Всё идёт по Божественному Плану... за исключением того, что младенца Антихриста подменили и потеряли сразу после рождения. А один ангел и один демон за 6000 лет полюбили жизнь среди людей — и теперь саботируют наступление Конца Света...Быстрая доставка""Книга Благие знамения. Коллекционное издание. Оформление Азирафаэля"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",30,"https://comix.by/product/kniga-blagie-znameniya-kollektsionnoe-izdanie-oformlenie-azirafaelya/","https:/wa-data/public/shop/products/84/26/302684/images/276143/452489454_kniga-blagie-znameniya.jpg.200.jpg"
177,"Книга Настоящее пробуждение. Real Awakening. Книга 1","Книга Настоящее пробуждение. Real Awakening. Книга 1Дело о пожирателях плоти! Е Сяо, следователь по уголовным делам, берется за дело о странном убийстве. В желудке покойного находят его собственные части тела. Позже происходят и другие похожие случаи, что наталкивает молодого человека на мысли о том, что в городе действует один и тот же преступник. Но точно ли он действует в одиночку? Е Сяо и его напарник Су Му ведут расследование и обнаруживают, что в деле явно замешана нечистая сила или сверхъестественное существо.Быстрая доставка""Книга Настоящее пробуждение. Real Awakening. Книга 1"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",20,"https://comix.by/product/kniga-nastoyashchee-probuzhdenie-real-awakening-kniga-1/","https:/wa-data/public/shop/products/83/26/302683/images/276142/452489453_kniga-nastoyaschee-probuzhdenie.jpg.200.jpg"
178,"Книга Любовь короля. Том","Книга Любовь короля. Том Красивая и трогательная корейская историческая драма о любви! Милая, нежная, местами комичная и невероятно захватывающая. Необычный сеттинг! Действие книги происходит в период Корё, существовавший до воцарения династии Чосон. Экранизация! Одноименная дорама вышла в 2017 году, ее можно посмотреть в самых популярных онлайн-кинотеатрах страны. Иллюстрацию на обложку книги подготовила талантливая и популярная художница Naoki dead. Отлично подойдет всем поклонникам новелл «Сон в тысячу лет», «Ветер и Луна не подходят друг другу», «Баллада о нефритовой кости», а также сериалов «Легенда о Чжаояо», «Наша цветущая молодость», «Запрет на браки в Чосоне», «Императрица Ки» и «Солнце в объятьях луны». Корея, эпоха Корё. Прошло больше десяти лет с тех пор, как страна покорилась монгольским завоевателям. Люди вынуждены платить дань и принудительно отправлять девушек в жены к монголам. Юная Ван Сан — единственная дочь Ёнъин-бэка из королевского рода. Вот уже много лет она должна скрывать свою личность, чтобы ее не отдали в жены. Но своенравная Сан привыкла к свободе и, переодетая в мужскую одежду, часто сбегает из дома. Однажды она встречает наследного принца Вона и его лучшего друга Лина, которые спасли ее от бандитов. Принц, плененный ее красотой, предлагает девушке стать друзьями. С этого момента жизнь всех троих изменится навсегда. «Что есть любовь, а что — дружба? Юным героям романа предстоит разобраться в этих непростых вопросах и понять, готовы ли они потерять друг друга, если выбор невозможен». — Анна, the_adventures_of_AnnaБыстрая доставка""Книга Любовь короля. Том"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",34,"https://comix.by/product/kniga-lyubov-korolya-tom/","https:/wa-data/public/shop/products/68/26/302668/images/276127/452104093_kniga-lyubov-korolya.jpg.200.jpg"
179,"Книга World of Warcraft. Рассвет Аспектов","Книга World of Warcraft. Рассвет АспектовЭра драконов завершилась. Древних стражей Азерота, пытающихся найти свое новое предназначение, терзают сомнения. Но труднее всех приходится Калесгосу — младшему из бывших Аспектов драконов. Разве могут он и ему подобные, потеряв свое могущество, еще хоть чем-то помочь этому миру? Ответ таится в далеком прошлом, во времени, когда небесами правили свирепые создания, называвшиеся протодраконами. Обнаружив в сердце Нордскола таинственный артефакт, Калесгос увидит происходившие в ту жестокую эпоху удивительные события из жизни первых Аспектов: Алекстразы, Изеры, Малигоса, Нелтариона и Ноздорму. Еще будучи примитивными созданиями, будущим защитникам Азерота пришлось объединиться против Галакронда — кровожадного существа, которое поставило под угрозу само существование их расы. Но неужели протодраконы боролись с этим ужасным врагом в одиночку? Или им помогла некая сторонняя сила? Достались ли им их легендарные способности просто так… или они заслужили их, проливая собственную кровь? То, что узнает Калесгос, навсегда изменит все, что он знал о событиях, с которых начался… РАССВЕТ АСПЕКТОВ.Быстрая доставка""Книга World of Warcraft. Рассвет Аспектов"" за8 рублейпо Минску (курьер) и Беларуси (наложенный платеж).",22,"https://comix.by/product/kniga-world-of-warcraft-rassvet-aspektov/","https:/wa-data/public/shop/products/67/26/302667/images/276126/452104092_kniga-world-of.jpg.200.jpg"
